5.615454361363656499e-01,-8.541300129279546516e-01,-9.842271259621029333e-01,-6.576476929193824095e-01,9.704682662983867836e-01,9.511410904734991512e-01,8.742781382962532266e-01,2.545581525766265618e-01,-4.011445999451945243e-01,-9.277978042451953122e-01
8.274459034610172070e-01,-5.200595360299550274e-01,-1.769094811489160812e-01,7.533256347674713860e-01,2.412288210554525969e-01,-3.087565805175377376e-01,4.854253154680310267e-01,9.670574682803370070e-01,-9.160147432955485503e-01,-3.730834148522205185e-01
8.274459034610172070e-01,-5.200595360299550274e-01,-1.769094811489160812e-01,7.533256347674713860e-01,-2.412288210554525969e-01,-3.087565805175377376e-01,4.854253154680310267e-01,9.670574682803370070e-01,-9.160147432955485503e-01,-3.730834148522205185e-01
-5.615454361363656499e-01,8.541300129279546516e-01,9.842271259621029333e-01,6.576476929193824095e-01,9.704682662983867836e-01,-9.511410904734991512e-01,-8.742781382962532266e-01,-2.545581525766265618e-01,4.011445999451945243e-01,9.277978042451953122e-01
-5.802703434850990660e-02,1.384789412364318406e-01,1.608701217574667885e-02,2.528717752193625559e-02,-2.144106814219336882e-02,7.320271594524835335e-02,4.596782105250662304e-02,5.500516814286474793e-02,9.318802955479295325e-02,-1.938732378185405517e-02
-9.983150120501630420e-01,9.903653784508202884e-01,9.998705956468854072e-01,-9.996802281994847661e-01,-9.997701138746455385e-01,-9.973170821650649831e-01,9.989429210058423658e-01,9.984860697463813217e-01,9.956485279192124338e-01,-9.998120481753448585e-01
-9.983150120501630420e-01,-9.903653784508202884e-01,-9.998705956468854072e-01,9.996802281994847661e-01,9.997701138746455385e-01,-9.973170821650649831e-01,9.989429210058423658e-01,9.984860697463813217e-01,-9.956485279192124338e-01,-9.998120481753448585e-01
5.802703434850990660e-02,1.384789412364318406e-01,1.608701217574667885e-02,2.528717752193625559e-02,-2.144106814219336882e-02,-7.320271594524835335e-02,-4.596782105250662304e-02,-5.500516814286474793e-02,9.318802955479295325e-02,1.938732378185405517e-02
7.174414903538135768e-02,-5.804609135353985816e-02,-9.862254902328748685e-02,1.098764783448004934e-01,9.710089534426666336e-02,1.438960654236968173e-01,8.635984046565600702e-02,-6.166382768651425261e-02,-4.243331539838669092e-02,9.461586309755740110e-02
-9.974230682509748203e-01,9.983139041797306490e-01,9.951249131763052480e-01,-9.939452497529953634e-01,-9.952745430901677182e-01,-9.895928063378286454e-01,-9.962640101673583271e-01,9.980969754262598581e-01,9.990993012430251508e-01,-9.955138564833260206e-01
9.974230682509748203e-01,-9.983139041797306490e-01,-9.951249131763052480e-01,9.939452497529953634e-01,9.952745430901677182e-01,-9.895928063378286454e-01,9.962640101673583271e-01,9.980969754262598581e-01,-9.990993012430251508e-01,-9.955138564833260206e-01
7.174414903538135768e-02,-5.804609135353985816e-02,-9.862254902328748685e-02,1.098764783448004934e-01,9.710089534426666336e-02,-1.438960654236968173e-01,8.635984046565600702e-02,6.166382768651425261e-02,-4.243331539838669092e-02,-9.461586309755740110e-02
