9.592551521418546390e-01,9.592656424143555238e-01,9.592671632575162644e-01,9.592481812024272747e-01,9.592756318116062442e-01,9.592573240233140952e-01,9.592725649698840007e-01,9.592852501164305101e-01,9.592486748578537004e-01,9.592569664849908140e-01
-4.808870752103903135e-01,-4.808993808233162359e-01,-4.808921467000013550e-01,-4.808908348155622181e-01,-4.808935607636165011e-01,-4.808959518910550512e-01,-4.808945927454745251e-01,-4.808908835871222864e-01,-4.808889894845798652e-01,-4.808930603539204873e-01
-3.619008096544339970e-01,-3.619356674582984712e-01,5.178065760505914383e-01,-3.618922487887109574e-01,5.177916200965425597e-01,5.178289886721231250e-01,5.177984607222450020e-01,5.177707425557115384e-01,-3.618909843362492218e-01,-3.619115761146808885e-01
9.527224918380202690e-01,9.527254273305852950e-01,8.875600641721459461e-01,9.527219422168002883e-01,8.875612688412444218e-01,8.875582207940988511e-01,8.875607129178575416e-01,8.875628431664701612e-01,9.527217026873477934e-01,9.527234227233365438e-01
8.891169189551672014e-01,8.890993132371519669e-01,8.891667607552262709e-01,8.891308562413096084e-01,8.891572137391879904e-01,8.891549133962720619e-01,8.891181908238805498e-01,8.891620362894882001e-01,8.891010829147404371e-01,8.891404512405884919e-01
-5.100328757919887490e-01,-5.100409070760775210e-01,-5.100440242645224442e-01,-5.100390525983651280e-01,-5.100433641774458904e-01,-5.100468018003412318e-01,-5.100386235540310675e-01,-5.100408576575925501e-01,-5.100328233864570571e-01,-5.100417150421341361e-01
-2.384260518223417780e-01,-2.384136395700198474e-01,6.241747187277567610e-01,-2.384551628247076616e-01,6.241870018959336797e-01,6.241991455672867284e-01,6.242481121342217110e-01,6.241741732917888141e-01,-2.384002582204867715e-01,-2.384761832417564009e-01
8.978866869542547757e-01,8.978848956014812144e-01,7.739247366351947877e-01,8.978912760219310840e-01,7.739230284667850679e-01,7.739214364541487923e-01,7.739137344591124901e-01,7.739248404140858240e-01,8.978829060011673802e-01,8.978940162436482852e-01
7.844373415360538226e-01,7.842508362310494086e-01,7.845843497890406804e-01,7.845542587930420808e-01,7.844671150339695975e-01,7.845967116967422772e-01,7.843023362660972442e-01,7.844224081738429000e-01,7.844091238118954257e-01,7.845322275133468359e-01
-5.261509566162890783e-01,-5.261200297248380675e-01,-5.261853773755535979e-01,-5.261801521616777944e-01,-5.261610012532953462e-01,-5.261935677964948432e-01,-5.261259304867436093e-01,-5.261483611987036735e-01,-5.261471855897008609e-01,-5.261758310516058135e-01
-7.326207318098001964e-02,-7.298555780357168787e-02,7.544562879205038985e-01,-7.345449191974487424e-02,7.546025558619531282e-01,7.544492011564123413e-01,7.548195324349764590e-01,7.546524151335620711e-01,-7.321742154678248515e-02,-7.342579068546792320e-02
